# Data to 'Parameterization of two-center Lennard-Jones plus pointquadrupole force field models by multicriteria optimization'
# Three-criteria scenario
Substance sigma epsilon L Q density pressure surface_tension Tc 
C2H4 3.772 76.9427 1.229 4.0842 0.64347 0.8816 29.1236 -1.0293 
C2H4 3.7719 76.9428 1.2292 4.0857 0.6409 0.8863 29.094 -1.0258 
C2H4 3.7718 76.9428 1.2294 4.0872 0.63837 0.89099 29.0654 -1.0225 
C2H4 3.7717 76.9428 1.2297 4.0888 0.63567 0.8961 29.0336 -1.0188 
C2H4 3.7803 76.9455 1.2237 4.0459 0.93165 0.7674 29.0043 -1.0842 
C2H4 3.7716 76.9428 1.23 4.0902 0.63311 0.90102 29.0042 -1.0153 
C2H4 3.7716 76.9429 1.2302 4.0913 0.63091 0.90532 28.98 -1.0125 
C2H4 3.7715 76.9429 1.2305 4.0936 0.62737 0.91232 28.9379 -1.0076 
C2H4 3.7714 76.9429 1.2308 4.0951 0.62479 0.91753 28.9082 -1.0041 
C2H4 3.7713 76.943 1.231 4.0964 0.62229 0.92265 28.8798 -1.0008 
C2H4 3.7712 76.943 1.2313 4.0981 0.61944 0.92857 28.8468 -0.99691 
C2H4 3.7711 76.943 1.2315 4.0997 0.61673 0.93427 28.8157 -0.99326 
C2H4 3.771 76.943 1.2318 4.1013 0.61395 0.94021 28.7837 -0.98952 
C2H4 3.781 76.946 1.2246 4.0505 0.9826 0.76681 28.7802 -1.0688 
C2H4 3.7709 76.9431 1.2321 4.1029 0.61105 0.94647 28.7504 -0.98561 
C2H4 3.7708 76.9431 1.2324 4.1046 0.60825 0.95262 28.7181 -0.98182 
C2H4 3.7707 76.9431 1.2326 4.106 0.60573 0.95823 28.6891 -0.97842 
C2H4 3.7707 76.9432 1.2329 4.1074 0.60323 0.96385 28.6603 -0.97505 
C2H4 3.7706 76.9432 1.2331 4.1089 0.60071 0.96957 28.6311 -0.97163 
C2H4 3.7705 76.9432 1.2334 4.1104 0.59814 0.97546 28.6014 -0.96815 
C2H4 3.7817 76.9463 1.2254 4.0543 1.0327 0.76628 28.5822 -1.0554 
C2H4 3.7704 76.9433 1.2336 4.1118 0.59562 0.98132 28.5728 -0.96478 
C2H4 3.7703 76.9433 1.2339 4.1133 0.59292 0.98765 28.5417 -0.96112 
C2H4 3.7702 76.9434 1.2341 4.1148 0.59037 0.99369 28.5124 -0.95768 
C2H4 3.7702 76.9434 1.2343 4.1159 0.58815 0.999 28.4873 -0.95475 
C2H4 3.77 76.9435 1.2347 4.118 0.58475 1.0072 28.4477 -0.95008 
C2H4 3.77 76.9435 1.2349 4.1195 0.58215 1.0136 28.4178 -0.94656 
C2H4 3.7699 76.9435 1.2352 4.1209 0.57965 1.0197 28.3893 -0.94321 
C2H4 3.7698 76.9436 1.2354 4.1225 0.5769 1.0266 28.3572 -0.93945 
C2H4 3.7697 76.9436 1.2357 4.124 0.57416 1.0334 28.326 -0.93577 
C2H4 3.7696 76.9437 1.236 4.1256 0.57143 1.0404 28.295 -0.93211 
C2H4 3.7695 76.9437 1.2363 4.1272 0.5686 1.0476 28.2623 -0.92826 
C2H4 3.7694 76.9437 1.2366 4.1288 0.56577 1.0549 28.2297 -0.92442 
C2H4 3.7693 76.9438 1.237 4.1316 0.56086 1.0677 28.173 -0.91776 
C2H4 3.783 76.9472 1.2271 4.0634 1.1461 0.76516 28.1512 -1.0253 
C2H4 3.7691 76.9438 1.2375 4.1345 0.55576 1.0812 28.1145 -0.91085 
C2H4 3.7689 76.9439 1.2381 4.1375 0.55055 1.0952 28.0551 -0.90382 
C2H4 3.7688 76.9439 1.2383 4.1389 0.54802 1.1021 28.026 -0.90039 
C2H4 3.7688 76.9439 1.2385 4.14 0.54579 1.1082 28.0004 -0.8974 
C2H4 3.7686 76.944 1.2391 4.1435 0.53993 1.1243 27.9327 -0.88938 
C2H4 3.7685 76.944 1.2393 4.1448 0.53739 1.1315 27.904 -0.88598 
C2H4 3.7684 76.944 1.2396 4.1464 0.53469 1.139 27.8727 -0.88228 
C2H4 3.7683 76.9441 1.2399 4.1479 0.53199 1.1467 27.8417 -0.87862 
C2H4 3.7841 76.9479 1.2285 4.0701 1.2409 0.7643 27.8242 -1.0028 
C2H4 3.7682 76.9441 1.2401 4.1494 0.52932 1.1542 27.8112 -0.875 
C2H4 3.7681 76.9441 1.2404 4.151 0.52649 1.1623 27.7789 -0.87117 
C2H4 3.768 76.9441 1.2407 4.1526 0.52371 1.1703 27.7471 -0.8674 
C2H4 3.7679 76.9442 1.2412 4.1553 0.51883 1.1845 27.6909 -0.86075 
C2H4 3.7677 76.9443 1.2417 4.1581 0.5138 1.1992 27.6332 -0.85391 
C2H4 3.7675 76.9445 1.2422 4.1611 0.50868 1.2144 27.5743 -0.84692 
C2H4 3.7674 76.9446 1.2427 4.1635 0.50388 1.2288 27.5194 -0.84043 
C2H4 3.7672 76.9447 1.2432 4.1669 0.4982 1.2459 27.4541 -0.83264 
C2H4 3.767 76.9448 1.2438 4.1698 0.49302 1.2617 27.3948 -0.82558 
C2H4 3.7668 76.9449 1.2443 4.1727 0.48772 1.2781 27.3339 -0.81834 
C2H4 3.7666 76.945 1.2448 4.1758 0.48223 1.2951 27.2712 -0.81086 
C2H4 3.7665 76.9451 1.2453 4.1785 0.47735 1.3104 27.215 -0.80417 
C2H4 3.7663 76.9451 1.2458 4.1813 0.47236 1.3262 27.1578 -0.79734 
C2H4 3.7661 76.9451 1.2463 4.1842 0.4673 1.3424 27.0995 -0.79038 
C2H4 3.766 76.9451 1.2468 4.1867 0.46252 1.3577 27.0445 -0.78385 
C2H4 3.7658 76.9451 1.2474 4.19 0.45694 1.3758 26.9806 -0.77615 
C2H4 3.7656 76.9451 1.2479 4.1928 0.4518 1.3926 26.9216 -0.7691 
C2H4 3.7654 76.9452 1.2484 4.1957 0.44659 1.4097 26.8616 -0.76191 
C2H4 3.7653 76.9452 1.249 4.1987 0.44116 1.4277 26.7993 -0.75442 
C2H4 3.7651 76.9453 1.2494 4.2014 0.4364 1.4436 26.7443 -0.74784 
C2H4 3.7649 76.9454 1.2499 4.2041 0.43147 1.4602 26.6875 -0.74102 
C2H4 3.7648 76.9455 1.2505 4.2069 0.42652 1.4769 26.6302 -0.73413 
C2H4 3.7646 76.9456 1.2509 4.2094 0.4218 1.493 26.5754 -0.72759 
C2H4 3.7644 76.9457 1.2515 4.2126 0.41639 1.5116 26.5133 -0.72005 
C2H4 3.7642 76.9458 1.252 4.2153 0.41134 1.529 26.455 -0.71303 
C2H4 3.7641 76.9459 1.2525 4.2182 0.40625 1.5467 26.3958 -0.70591 
C2H4 3.7639 76.946 1.2531 4.2211 0.401 1.5651 26.3351 -0.69856 
C2H4 3.7637 76.9461 1.2535 4.2236 0.39646 1.5812 26.282 -0.69218 
C2H4 3.7636 76.9462 1.254 4.2261 0.39192 1.5973 26.229 -0.68579 
C2H4 3.7634 76.9463 1.2545 4.2287 0.38728 1.6138 26.1759 -0.6793 
C2H4 3.7632 76.9464 1.255 4.2313 0.38268 1.6304 26.1217 -0.67277 
C2H4 3.7631 76.9465 1.2555 4.2339 0.37799 1.6473 26.0669 -0.66612 
C2H4 3.7629 76.9466 1.256 4.2366 0.37323 1.6646 26.0113 -0.65936 
C2H4 3.7627 76.9467 1.2565 4.2392 0.36861 1.6816 25.957 -0.65278 
C2H4 3.7626 76.9467 1.2568 4.241 0.36434 1.6973 25.9038 -0.64663 
C2H4 3.7624 76.9469 1.2576 4.2454 0.35799 1.7209 25.8331 -0.6376 
C2H4 3.7622 76.947 1.2581 4.2479 0.35345 1.7379 25.779 -0.63105 
C2H4 3.762 76.9471 1.2586 4.2503 0.3488 1.7554 25.7229 -0.62432 
C2H4 3.7618 76.9472 1.2591 4.2531 0.34386 1.7741 25.6644 -0.61716 
C2H4 3.7617 76.9473 1.2596 4.256 0.33882 1.7934 25.6041 -0.60982 
C2H4 3.7615 76.9474 1.2602 4.2587 0.33396 1.8122 25.5458 -0.6027 
C2H4 3.7917 76.9441 1.2378 4.1186 2 0.75815 25.5152 -0.84136 
C2H4 3.7613 76.9475 1.2607 4.2617 0.32879 1.8322 25.484 -0.59511 
C2H4 3.7611 76.9476 1.2613 4.2646 0.32371 1.8522 25.4231 -0.58762 
C2H4 3.761 76.9476 1.2617 4.2669 0.31961 1.8684 25.373 -0.58152 
C2H4 3.7608 76.9477 1.2622 4.2693 0.31542 1.885 25.3218 -0.57527 
C2H4 3.7607 76.9477 1.2627 4.2717 0.31128 1.9016 25.2717 -0.56907 
C2H4 3.7605 76.9477 1.2631 4.274 0.30716 1.9183 25.2207 -0.56285 
C2H4 3.7603 76.9478 1.2636 4.2766 0.30282 1.936 25.1673 -0.55627 
C2H4 3.7602 76.9478 1.2641 4.2791 0.29875 1.9527 25.1173 -0.55007 
C2H4 3.76 76.9479 1.2645 4.2815 0.29461 1.9698 25.0656 -0.54371 
C2H4 3.7599 76.9479 1.2649 4.2832 0.29054 1.9869 25.0113 -0.53736 
C2H4 3.7597 76.948 1.2656 4.287 0.28553 2.008 24.9528 -0.52966 
C2H4 3.7595 76.948 1.2661 4.2894 0.28148 2.0254 24.9008 -0.52328 
C2H4 3.7593 76.948 1.2665 4.2917 0.27736 2.0432 24.8474 -0.51674 
C2H4 3.7592 76.9481 1.267 4.2943 0.27305 2.062 24.7913 -0.50984 
C2H4 3.759 76.9481 1.2676 4.2969 0.26874 2.081 24.736 -0.50293 
C2H4 3.7588 76.9481 1.2681 4.2995 0.26451 2.1 24.6795 -0.49599 
C2H4 3.7586 76.9482 1.2686 4.3022 0.26022 2.1194 24.6229 -0.48893 
C2H4 3.7585 76.9482 1.2691 4.3049 0.256 2.1389 24.5668 -0.48191 
C2H4 3.7583 76.9483 1.2696 4.3071 0.25238 2.1557 24.5174 -0.4758 
C2H4 3.7582 76.9484 1.27 4.3093 0.24876 2.1729 24.4676 -0.46961 
C2H4 3.758 76.9484 1.2705 4.3116 0.24527 2.1897 24.4186 -0.46353 
C2H4 3.7578 76.9485 1.2709 4.3138 0.24169 2.2071 24.3673 -0.45724 
C2H4 3.7577 76.9486 1.2714 4.3163 0.23814 2.2247 24.3181 -0.45097 
C2H4 3.7575 76.9487 1.2718 4.3185 0.23468 2.2422 24.2674 -0.44469 
C2H4 3.7574 76.9487 1.2723 4.3208 0.23125 2.2598 24.2167 -0.43838 
C2H4 3.7572 76.9488 1.2727 4.3225 0.22767 2.2786 24.1588 -0.43158 
C2H4 3.757 76.9489 1.2733 4.326 0.22408 2.2978 24.11 -0.42485 
C2H4 3.7569 76.949 1.2738 4.3282 0.22077 2.3159 24.0575 -0.41839 
C2H4 3.7567 76.949 1.2743 4.3305 0.21731 2.3354 24.0014 -0.41146 
C2H4 3.7565 76.9491 1.2747 4.3328 0.21411 2.3538 23.9485 -0.4049 
C2H4 3.7563 76.9492 1.2753 4.3354 0.21071 2.3741 23.8918 -0.39775 
C2H4 3.7562 76.9493 1.2757 4.3378 0.20761 2.3931 23.839 -0.39108 
C2H4 3.756 76.9493 1.2763 4.3403 0.20452 2.4127 23.7836 -0.38414 
C2H4 3.7558 76.9494 1.2768 4.3428 0.20149 2.4326 23.7279 -0.37713 
C2H4 3.7556 76.9495 1.2775 4.3459 0.1974 2.4609 23.6469 -0.36717 
C2H4 3.7554 76.9496 1.2778 4.3476 0.1954 2.4754 23.6059 -0.36208 
C2H4 3.7553 76.9496 1.2781 4.3488 0.19329 2.4913 23.5579 -0.35648 
C2H4 3.7551 76.9497 1.2788 4.3521 0.18955 2.5211 23.4737 -0.34608 
C2H4 3.7549 76.9498 1.2792 4.3537 0.18775 2.5365 23.4296 -0.34071 
C2H4 3.7547 76.9498 1.2795 4.3547 0.18552 2.5568 23.3672 -0.33372 
C2H4 3.7545 76.9499 1.2803 4.3588 0.18253 2.5858 23.2907 -0.32363 
C2H4 3.7544 76.95 1.2807 4.3605 0.18101 2.602 23.2452 -0.31805 
C2H4 3.7542 76.95 1.281 4.3617 0.17923 2.6227 23.1833 -0.31099 
C2H4 3.754 76.9501 1.2814 4.3637 0.17803 2.6378 23.1437 -0.30579 
C2H4 3.7539 76.9501 1.2818 4.3651 0.17658 2.6578 23.0856 -0.299 
C2H4 3.7537 76.9502 1.2822 4.3668 0.17526 2.6782 23.0279 -0.29211 
C2H4 3.7536 76.9502 1.2826 4.3684 0.17418 2.6973 22.9743 -0.28569 
C2H4 3.7533 76.9502 1.2825 4.3664 0.17259 2.7316 22.8679 -0.27565 
C2H4 3.7532 76.9501 1.2824 4.3637 0.17144 2.7645 22.774 -0.2673 
C2H4 3.753 76.9501 1.2822 4.3606 0.17044 2.8015 22.6786 -0.25901 
C2H4 3.7529 76.95 1.2818 4.3563 0.16964 2.8405 22.5908 -0.25217 
C2H4 3.7524 76.9496 1.2789 4.3298 0.16672 3.1093 22.1675 -0.2221 
C2H2 3.6035 79.8882 1.2357 4.9116 1.006 0.29124 33.6755 -1.8222 
C2H2 3.6031 79.8881 1.2362 4.913 1.0019 0.29287 33.6425 -1.8164 
C2H2 3.6029 79.8881 1.2369 4.9151 0.99736 0.2965 33.5768 -1.8079 
C2H2 3.6026 79.8881 1.2376 4.9171 0.99289 0.30193 33.5104 -1.7994 
C2H2 3.6042 79.8882 1.2362 4.9143 1.0121 0.29072 33.5103 -1.8127 
C2H2 3.6024 79.8881 1.2384 4.9193 0.98828 0.30938 33.4392 -1.7903 
C2H2 3.6021 79.8881 1.2391 4.9215 0.98365 0.31859 33.3673 -1.7813 
C2H2 3.6049 79.8885 1.237 4.9179 1.0245 0.29038 33.302 -1.7992 
C2H2 3.6019 79.8881 1.2398 4.9237 0.97904 0.32937 33.2956 -1.7723 
C2H2 3.6016 79.8881 1.2406 4.9259 0.97442 0.34164 33.2235 -1.7632 
C2H2 3.6013 79.8881 1.2414 4.9282 0.96956 0.35597 33.1474 -1.7536 
C2H2 3.6011 79.8881 1.2421 4.9305 0.96469 0.37162 33.071 -1.744 
C2H2 3.6008 79.8881 1.2429 4.9328 0.95982 0.38844 32.9945 -1.7344 
C2H2 3.6005 79.8881 1.2437 4.9351 0.95497 0.40616 32.9191 -1.7249 
C2H2 3.6003 79.8881 1.2445 4.9374 0.95007 0.42501 32.8419 -1.7152 
C2H2 3.6 79.8881 1.2453 4.9397 0.94519 0.44458 32.7658 -1.7055 
C2H2 3.5997 79.8881 1.2461 4.942 0.94032 0.46477 32.6891 -1.6959 
C2H2 3.5995 79.8881 1.2469 4.9443 0.93543 0.48566 32.6124 -1.6862 
C2H2 3.5992 79.8881 1.2476 4.9466 0.93064 0.50669 32.538 -1.6768 
C2H2 3.5989 79.8881 1.2484 4.9488 0.92581 0.52837 32.4629 -1.6673 
C2H2 3.5987 79.8881 1.2492 4.9511 0.92103 0.55023 32.3878 -1.6578 
C2H2 3.5984 79.8882 1.2499 4.9533 0.91623 0.57255 32.3135 -1.6484 
C2H2 3.5981 79.8882 1.2507 4.9556 0.91139 0.5954 32.2374 -1.6387 
C2H2 3.5979 79.8882 1.2515 4.9578 0.90658 0.61846 32.1624 -1.6292 
C2H2 3.5976 79.8882 1.2523 4.96 0.90174 0.64187 32.0869 -1.6197 
C2H2 3.5973 79.8882 1.2531 4.9623 0.89691 0.66558 32.0116 -1.6101 
C2H2 3.5971 79.8883 1.2538 4.9645 0.89222 0.68877 31.9385 -1.6008 
C2H2 3.5968 79.8883 1.2546 4.9666 0.88753 0.71216 31.866 -1.5916 
C2H2 3.5966 79.8883 1.2554 4.9688 0.88281 0.73591 31.7926 -1.5822 
C2H2 3.5963 79.8883 1.2561 4.971 0.87812 0.75969 31.7196 -1.5729 
C2H2 3.596 79.8884 1.2569 4.9732 0.87342 0.78366 31.6466 -1.5636 
C2H2 3.5957 79.8884 1.2577 4.9754 0.86862 0.8083 31.5723 -1.5541 
C2H2 3.5955 79.8884 1.2584 4.9775 0.86393 0.83257 31.4993 -1.5448 
C2H2 3.6109 79.8909 1.2445 4.9513 1.3573 0.28769 31.4846 -1.6755 
C2H2 3.5952 79.8884 1.2591 4.9795 0.8594 0.85609 31.4297 -1.5359 
C2H2 3.595 79.8885 1.26 4.9819 0.85439 0.88221 31.3516 -1.5259 
C2H2 3.5947 79.8885 1.2607 4.9841 0.84962 0.90725 31.278 -1.5165 
C2H2 3.5944 79.8885 1.2615 4.9862 0.84496 0.93182 31.2057 -1.5072 
C2H2 3.5942 79.8885 1.2623 4.9884 0.84017 0.95718 31.1317 -1.4977 
C2H2 3.5939 79.8886 1.2631 4.9905 0.83536 0.98276 31.0574 -1.4882 
C2H2 3.5936 79.8886 1.2638 4.9927 0.83059 1.0082 30.9839 -1.4787 
C2H2 3.5934 79.8886 1.2646 4.9949 0.82578 1.034 30.9096 -1.4692 
C2H2 3.5931 79.8886 1.2654 4.9971 0.82099 1.0597 30.8358 -1.4597 
C2H2 3.5928 79.8886 1.2662 4.9992 0.81638 1.0845 30.7649 -1.4505 
C2H2 3.5926 79.8886 1.2669 5.0012 0.8118 1.1094 30.6946 -1.4414 
C2H2 3.5923 79.8886 1.2676 5.0033 0.80718 1.1345 30.6234 -1.4323 
C2H2 3.592 79.8887 1.2684 5.0054 0.8026 1.1594 30.5531 -1.4231 
C2H2 3.5918 79.8887 1.2692 5.0074 0.79799 1.1845 30.4822 -1.414 
C2H2 3.5915 79.8887 1.2699 5.0095 0.79331 1.2101 30.4105 -1.4047 
C2H2 3.5912 79.8887 1.2707 5.0116 0.78864 1.2358 30.3393 -1.3954 
C2H2 3.591 79.8887 1.2714 5.0134 0.78424 1.26 30.2719 -1.3868 
C2H2 3.5907 79.8887 1.2722 5.0158 0.77928 1.2873 30.1957 -1.3768 
C2H2 3.5904 79.8887 1.273 5.0179 0.77463 1.3131 30.1246 -1.3675 
C2H2 3.5902 79.8887 1.2737 5.0199 0.77001 1.3387 30.0539 -1.3583 
C2H2 3.5899 79.8887 1.2745 5.022 0.7653 1.3649 29.9821 -1.349 
C2H2 3.5896 79.8887 1.2753 5.0241 0.76053 1.3915 29.9094 -1.3395 
C2H2 3.5894 79.8887 1.276 5.0262 0.75585 1.4176 29.8382 -1.3302 
C2H2 3.5891 79.8887 1.2768 5.0283 0.75111 1.4441 29.766 -1.3207 
C2H2 3.5888 79.8887 1.2776 5.0304 0.74634 1.4709 29.6933 -1.3112 
C2H2 3.5886 79.8888 1.2783 5.0324 0.74189 1.4959 29.6258 -1.3024 
C2H2 3.5883 79.8888 1.279 5.0343 0.7374 1.5212 29.5576 -1.2934 
C2H2 3.588 79.8889 1.2798 5.0363 0.73284 1.5469 29.4884 -1.2843 
C2H2 3.6177 79.8897 1.2529 4.9892 2 0.28496 29.459 -1.5363 
C2H2 3.5878 79.8889 1.2805 5.0382 0.7284 1.5721 29.421 -1.2755 
C2H2 3.5875 79.889 1.2813 5.0403 0.72385 1.5978 29.3522 -1.2664 
C2H2 3.5873 79.889 1.282 5.0423 0.7193 1.6237 29.2833 -1.2573 
C2H2 3.587 79.8891 1.2828 5.0442 0.71477 1.6495 29.2148 -1.2483 
C2H2 3.5867 79.8891 1.2834 5.0459 0.7104 1.6744 29.1488 -1.2397 
C2H2 3.5865 79.8892 1.2843 5.0483 0.70553 1.7022 29.0752 -1.2298 
C2H2 3.5862 79.8892 1.285 5.0502 0.70097 1.7283 29.0064 -1.2207 
C2H2 3.5859 79.8893 1.2858 5.0522 0.69642 1.7544 28.9379 -1.2116 
C2H2 3.5857 79.8893 1.2865 5.0542 0.69179 1.781 28.8682 -1.2024 
C2H2 3.5854 79.8894 1.2873 5.0562 0.68711 1.808 28.7978 -1.193 
C2H2 3.5851 79.8895 1.2881 5.0582 0.68248 1.8347 28.7283 -1.1838 
C2H2 3.5848 79.8895 1.2888 5.0602 0.67781 1.8617 28.6581 -1.1744 
C2H2 3.5846 79.8896 1.2896 5.0622 0.67316 1.8886 28.5884 -1.1651 
C2H2 3.5844 79.8895 1.2901 5.0636 0.6698 1.9081 28.5379 -1.1584 
C2H2 3.5842 79.8895 1.2907 5.065 0.66648 1.9274 28.4883 -1.1517 
C2H2 3.584 79.8895 1.2912 5.0664 0.66314 1.9468 28.4385 -1.1451 
C2H2 3.5838 79.8895 1.2918 5.0679 0.65978 1.9663 28.3884 -1.1383 
C2H2 3.5836 79.8894 1.2923 5.0693 0.65648 1.9856 28.3389 -1.1317 
C2H2 3.5834 79.8894 1.2929 5.0707 0.65314 2.0051 28.2891 -1.125 
C2H2 3.5832 79.8894 1.2934 5.0722 0.6498 2.0246 28.2392 -1.1183 
C2H2 3.583 79.8894 1.294 5.0735 0.6465 2.0439 28.1899 -1.1117 
C2H2 3.5828 79.8894 1.2946 5.075 0.64299 2.0645 28.1375 -1.1046 
C2H2 3.5826 79.8893 1.2951 5.0765 0.63966 2.0841 28.0881 -1.0979 
C2H2 3.5824 79.8893 1.2957 5.0779 0.63635 2.1035 28.0388 -1.0913 
C2H2 3.5822 79.8893 1.2962 5.0794 0.63292 2.1237 27.9877 -1.0843 
C2H2 3.582 79.8893 1.2968 5.0808 0.62959 2.1434 27.9381 -1.0776 
C2H2 3.5818 79.8892 1.2973 5.0822 0.62616 2.1636 27.8873 -1.0708 
C2H2 3.5816 79.8892 1.2979 5.0836 0.62285 2.1831 27.8382 -1.0641 
C2H2 3.5814 79.8892 1.2983 5.0845 0.61961 2.2024 27.7897 -1.0579 
C2H2 3.581 79.8891 1.2997 5.0883 0.61203 2.2473 27.6778 -1.0422 
C2H2 3.5808 79.8891 1.3002 5.0895 0.60869 2.2671 27.6284 -1.0356 
C2H2 3.5806 79.8891 1.3008 5.0911 0.60522 2.2878 27.5772 -1.0285 
C2H2 3.5804 79.8891 1.3014 5.0924 0.60189 2.3077 27.5278 -1.0218 
C2H2 3.5801 79.889 1.3019 5.0939 0.59833 2.3289 27.4752 -1.0147 
C2H2 3.5799 79.889 1.3025 5.0954 0.59475 2.3503 27.4226 -1.0075 
C2H2 3.5797 79.889 1.3031 5.0967 0.59137 2.3706 27.3726 -1.0007 
C2H2 3.5795 79.889 1.3037 5.0983 0.5877 2.3926 27.3186 -0.99326 
C2H2 3.5793 79.8889 1.3043 5.0997 0.58416 2.4138 27.2668 -0.98611 
C2H2 3.5791 79.8889 1.3049 5.1012 0.58067 2.4348 27.2153 -0.97905 
C2H2 3.5789 79.8889 1.3055 5.1027 0.57714 2.4561 27.1634 -0.97191 
C2H2 3.5787 79.8889 1.306 5.1042 0.57354 2.4778 27.1104 -0.96461 
C2H2 3.5784 79.8889 1.3066 5.1056 0.57004 2.4989 27.0589 -0.95748 
C2H2 3.5782 79.8888 1.3072 5.1071 0.56648 2.5205 27.0068 -0.95026 
C2H2 3.578 79.8888 1.3078 5.1087 0.56287 2.5424 26.9539 -0.94291 
C2H2 3.5776 79.8888 1.3089 5.1112 0.5565 2.581 26.8607 -0.93004 
C2H2 3.5772 79.8888 1.31 5.1139 0.54996 2.6208 26.7653 -0.9168 
C2H2 3.5768 79.8889 1.311 5.1165 0.54365 2.6594 26.6728 -0.90388 
C2H2 3.5764 79.8889 1.3121 5.1191 0.53718 2.699 26.5785 -0.89081 
C2H2 3.576 79.8889 1.3132 5.1219 0.53062 2.7393 26.4831 -0.87732 
C2H2 3.5756 79.8889 1.3143 5.1245 0.52408 2.7796 26.388 -0.864 
C2H2 3.5752 79.8889 1.3154 5.1272 0.51755 2.82 26.293 -0.85065 
C2H2 3.575 79.889 1.3159 5.1284 0.51433 2.84 26.2463 -0.84411 
C2H2 3.5749 79.889 1.3164 5.1293 0.51092 2.8611 26.1963 -0.83756 
C2H2 3.5744 79.889 1.3178 5.1329 0.5039 2.9048 26.0953 -0.82255 
C2H2 3.574 79.889 1.3188 5.1355 0.49732 2.9459 26 -0.8091 
C2H2 3.5738 79.889 1.3194 5.1368 0.49396 2.9669 25.9516 -0.80224 
C2H2 3.5736 79.889 1.32 5.1382 0.49049 2.9887 25.9014 -0.79513 
C2H2 3.5734 79.889 1.3205 5.1395 0.48705 3.0103 25.8516 -0.78806 
C2H2 3.5732 79.889 1.3211 5.1408 0.4838 3.0308 25.8046 -0.78138 
C2H2 3.5727 79.8891 1.3223 5.1436 0.47704 3.0734 25.7072 -0.76733 
C2H2 3.5725 79.8891 1.3229 5.145 0.47349 3.0959 25.656 -0.76001 
C2H2 3.5723 79.8891 1.3234 5.1464 0.47004 3.1178 25.6065 -0.7529 
C2H2 3.5721 79.8891 1.324 5.1478 0.46662 3.1395 25.5571 -0.74578 
C2H2 3.5719 79.8891 1.3246 5.1492 0.46323 3.1611 25.5083 -0.73871 
C2H2 3.5716 79.8891 1.3252 5.1506 0.4598 3.183 25.459 -0.73155 
C2H2 3.5714 79.8891 1.3258 5.152 0.45637 3.2049 25.4098 -0.72438 
C2H2 3.571 79.8891 1.3268 5.1544 0.45018 3.2445 25.3209 -0.71155 
C2H2 3.5706 79.8891 1.3279 5.1569 0.44383 3.2854 25.2299 -0.69834 
C2H2 3.5702 79.889 1.329 5.1594 0.43788 3.3239 25.1443 -0.68578 
C2H2 3.5698 79.889 1.33 5.1617 0.43164 3.3644 25.0545 -0.6728 
C2H2 3.5694 79.889 1.3311 5.1645 0.4254 3.405 24.9655 -0.65948 
C2H2 3.569 79.8889 1.3322 5.1669 0.41908 3.4465 24.8747 -0.64623 
C2H2 3.5686 79.8889 1.3333 5.1694 0.41287 3.4873 24.7856 -0.63305 
C2H2 3.5684 79.8889 1.3338 5.1706 0.40976 3.5078 24.7411 -0.62648 
C2H2 3.5682 79.8889 1.3342 5.1714 0.40624 3.5312 24.6899 -0.61949 
C2H2 3.5678 79.8889 1.3356 5.1747 0.39999 3.5727 24.6015 -0.60543 
C2H2 3.5673 79.8888 1.3366 5.1772 0.39369 3.6148 24.511 -0.59201 
C2H2 3.5669 79.8888 1.3378 5.1798 0.38729 3.6578 24.4193 -0.5782 
C2H2 3.5665 79.8888 1.3389 5.1822 0.38089 3.7011 24.3271 -0.56449 
C2H2 3.5661 79.8887 1.3401 5.1849 0.37448 3.7447 24.2353 -0.55042 
C2H2 3.5656 79.8887 1.3412 5.1875 0.3679 3.7898 24.1407 -0.53608 
C2H2 3.5652 79.8887 1.3424 5.1901 0.36162 3.8332 24.0502 -0.52219 
C2H2 3.5647 79.8887 1.3436 5.1929 0.35518 3.8779 23.9576 -0.50786 
C2H2 3.5643 79.8887 1.3446 5.1951 0.34949 3.9178 23.8751 -0.4953 
C2H2 3.5639 79.8888 1.3456 5.1973 0.34361 3.9593 23.7899 -0.48223 
C2H2 3.5636 79.8889 1.3466 5.1996 0.33807 3.9987 23.7094 -0.46971 
C2H2 3.5631 79.8889 1.3477 5.2018 0.33233 4.0399 23.6254 -0.45686 
C2H2 3.5627 79.889 1.3488 5.2044 0.32676 4.0802 23.5444 -0.44388 
C2H2 3.5623 79.8891 1.3498 5.2066 0.32102 4.1222 23.4598 -0.4308 
C2H2 3.5619 79.8891 1.3509 5.2089 0.31539 4.1638 23.3768 -0.41769 
C2H2 3.5615 79.8892 1.3519 5.2108 0.30932 4.2091 23.2859 -0.40401 
C2H2 3.5611 79.8893 1.3531 5.2138 0.30403 4.249 23.2083 -0.39071 
C2H2 3.5606 79.8894 1.3542 5.2161 0.29841 4.292 23.1238 -0.37733 
C2H2 3.5602 79.8894 1.3553 5.2186 0.29289 4.3347 23.0407 -0.36384 
C2H2 3.5598 79.8895 1.3564 5.2208 0.28721 4.3794 22.9536 -0.35006 
C2H2 3.5593 79.8896 1.3576 5.2234 0.28152 4.4248 22.8666 -0.33579 
C2H2 3.5589 79.8897 1.3587 5.2258 0.27616 4.4684 22.7833 -0.3221 
C2H2 3.5585 79.8897 1.3599 5.2283 0.27092 4.5117 22.7009 -0.30846 
C2H2 3.558 79.8898 1.361 5.2308 0.26564 4.5563 22.6169 -0.29445 
